Ngram,Count,Katz_Prob
"3 ’ కోసం ఆయన",1,0.5
"’ కోసం ఆయన పాటల",1,0.5
"కోసం ఆయన పాటల రచయితగా",1,0.5
"ఆయన పాటల రచయితగా మారారు",1,0.5
"పాటల రచయితగా మారారు .",1,0.5
"రచయితగా మారారు . ఈ",1,0.5
"మారారు . ఈ సినిమాలో",1,0.5
". ఈ సినిమాలో హీరో",2,0.075
"హీరోయిన్ మధ్యలో వచ్చేఓ రొమాంటిక్",1,0.5
"మధ్యలో వచ్చేఓ రొమాంటిక్ సాంగ్",1,0.5
"వచ్చేఓ రొమాంటిక్ సాంగ్ ను",1,0.5
"రొమాంటిక్ సాంగ్ ను ప్రముఖ",1,0.25
"సాంగ్ ను ప్రముఖ రచయితతో",1,0.5
"ను ప్రముఖ రచయితతో రాయించాలని",1,0.5
"ప్రముఖ రచయితతో రాయించాలని చిత్రబృందం",1,0.5
"రచయితతో రాయించాలని చిత్రబృందం చూస్తుంటే",1,0.5
"రాయించాలని చిత్రబృందం చూస్తుంటే ‘",1,0.5
"చిత్రబృందం చూస్తుంటే ‘ నేను",1,0.5
"చూస్తుంటే ‘ నేను రాసుకున్న",1,0.5
"‘ నేను రాసుకున్న పాట",1,0.5
"నేను రాసుకున్న పాట ఒకటి",1,0.5
"రాసుకున్న పాట ఒకటి ఉంది",1,0.5
"పాట ఒకటి ఉంది ’",1,0.5
"ఒకటి ఉంది ’ అని",1,0.5
"తను రాసుకున్న పాటను చదివి",1,0.5
"రాసుకున్న పాటను చదివి వినిపించారట",1,0.5
"పాటను చదివి వినిపించారట సల్మాన్",1,0.5
"చదివి వినిపించారట సల్మాన్ .",1,0.5
"వినిపించారట సల్మాన్ . టీమ్",1,0.5
"సల్మాన్ . టీమ్ అందరికీ",1,0.5
". టీమ్ అందరికీ ఆ",1,0.5
"టీమ్ అందరికీ ఆ పాట",1,0.5
"అందరికీ ఆ పాట బాగా",1,0.5
"ఆ పాట బాగా నచ్చిందట",1,0.5
"పాట బాగా నచ్చిందట .",1,0.5
"బాగా నచ్చిందట . వెంటనే",1,0.5
"నచ్చిందట . వెంటనే ఆ",1,0.5
". వెంటనే ఆ పాటకు",1,0.16666666666666666
"వెంటనే ఆ పాటకు మ్యూజిక్",1,0.5
"ఆ పాటకు మ్యూజిక్ కంపోజ్",1,0.5
"పాటకు మ్యూజిక్ కంపోజ్ చేసే",1,0.5
"మ్యూజిక్ కంపోజ్ చేసే పనిలో",1,0.5
"కంపోజ్ చేసే పనిలో పడ్డారట",1,0.5
"చేసే పనిలో పడ్డారట సంగీత",1,0.5
"పనిలో పడ్డారట సంగీత దర్శకుడు",1,0.5
"పడ్డారట సంగీత దర్శకుడు విశాల్",1,0.5
"సంగీత దర్శకుడు విశాల్ మిశ్రా",1,0.5
"దర్శకుడు విశాల్ మిశ్రా .",1,0.5
"విశాల్ మిశ్రా . ఈ",1,0.5
"మిశ్రా . ఈ రొమాంటిక్",1,0.5
". ఈ రొమాంటిక్ సాంగ్",1,0.5
"ఈ రొమాంటిక్ సాంగ్ ను",1,0.5
"రొమాంటిక్ సాంగ్ ను సల్మాన్",1,0.25
"జాక్వెలిన్ పై నృత్యదర్శకుడు రెమో",1,0.5
"పై నృత్యదర్శకుడు రెమో డిసౌజా",1,0.5
"నృత్యదర్శకుడు రెమో డిసౌజా చిత్రీకరించారు",1,0.5
"రెమో డిసౌజా చిత్రీకరించారు .",1,0.5
"డిసౌజా చిత్రీకరించారు . ఈ",1,0.5
"చిత్రీకరించారు . ఈ చిత్రాన్ని",1,0.5
". ఈ చిత్రాన్ని ఈ",1,0.25
"ఈ చిత్రాన్ని ఈ ఏడాది",1,0.5
"చిత్రాన్ని ఈ ఏడాది రంజాన్",1,0.5
"ఈ ఏడాది రంజాన్ కి",1,0.5
"ఏడాది రంజాన్ కి విడుదల",1,0.5
"రంజాన్ కి విడుదల చేయాలనుకుంటున్నారు",1,0.5
"కి విడుదల చేయాలనుకుంటున్నారు .",1,0.5
"విడుదల చేయాలనుకుంటున్నారు . సో",1,0.5
"చేయాలనుకుంటున్నారు . సో .",1,0.5
". సో . .",3,0.8333333333333334
"సో . . సల్మాన్",1,0.16666666666666666
". . సల్మాన్ లోని",1,0.5
". సల్మాన్ లోని ఈ",1,0.5
"సల్మాన్ లోని ఈ న్యూ",1,0.5
"లోని ఈ న్యూ టాలెంట్",1,0.5
"ఈ న్యూ టాలెంట్ ను",1,0.5
"న్యూ టాలెంట్ ను మనం",1,0.5
"టాలెంట్ ను మనం రంజాన్",1,0.5
"ను మనం రంజాన్ కు",1,0.5
"మనం రంజాన్ కు వినొచ్చన్నమాట",1,0.5
"రంజాన్ కు వినొచ్చన్నమాట .",1,0.5
"కు వినొచ్చన్నమాట . సల్మాన్",1,0.5
"వినొచ్చన్నమాట . సల్మాన్ లవర్స్",1,0.5
". సల్మాన్ లవర్స్ లిస్ట్",1,0.5
"సల్మాన్ లవర్స్ లిస్ట్ చాలానే",1,0.5
"లవర్స్ లిస్ట్ చాలానే ఉంది",1,0.5
"లిస్ట్ చాలానే ఉంది .",1,0.5
"చాలానే ఉంది . సంగీతా",1,0.5
"ఉంది . సంగీతా బిజలానీ",1,0.5
"లూలియా వంటూర్ . .",1,0.5
"వంటూర్ . . మరి",1,0.5
". . మరి .",1,0.1
". మరి . .",3,0.8333333333333334
"మరి . . వీళ్లల్లో",1,0.1
". . వీళ్లల్లో ఎవరి",1,0.5
". వీళ్లల్లో ఎవరి కోసం",1,0.5
"వీళ్లల్లో ఎవరి కోసం సల్మాన్",1,0.5
"ఎవరి కోసం సల్మాన్ ఆ",1,0.5
"కోసం సల్మాన్ ఆ రొమాంటిక్",1,0.5
"సల్మాన్ ఆ రొమాంటిక్ సాంగ్",1,0.5
"ఆ రొమాంటిక్ సాంగ్ రాశారో",1,0.5
"రొమాంటిక్ సాంగ్ రాశారో ?",1,0.5
"సాంగ్ రాశారో ? </s>",1,0.5
"రాశారో ? </s> </s>",1,0.5
"<s> <s> ‘ ఎం",1,0.0049504950495049506
"<s> ‘ ఎం .",1,0.5
"‘ ఎం . ఎస్",1,0.5
"ఎం . ఎస్ .",1,0.5
". ఎస్ . ధోనీ",1,0.027777777777777776
"ఎస్ . ధోనీ :",1,0.5
". ధోనీ : ది",1,0.5
"ధోనీ : ది అన్",1,0.5
": ది అన్ టోల్డ్",1,0.5
"ది అన్ టోల్డ్ స్టోరీ",1,0.5
"అన్ టోల్డ్ స్టోరీ ’",1,0.5
"టోల్డ్ స్టోరీ ’ సినిమా",1,0.5
"స్టోరీ ’ సినిమా షూటింగ్",1,0.5
"’ సినిమా షూటింగ్ లో",1,0.5
"సినిమా షూటింగ్ లో ఒకవైపు",1,0.25
"షూటింగ్ లో ఒకవైపు పాల్గొంటూనే",1,0.5
"లో ఒకవైపు పాల్గొంటూనే మరోవైపు",1,0.5
"ఒకవైపు పాల్గొంటూనే మరోవైపు ధోనీలా",1,0.5
"పాల్గొంటూనే మరోవైపు ధోనీలా నెట్స్",1,0.5
"మరోవైపు ధోనీలా నెట్స్ లో",1,0.5
"ధోనీలా నెట్స్ లో సుశాంత్",1,0.5
"నెట్స్ లో సుశాంత్ సింగ్",1,0.5
"లో సుశాంత్ సింగ్ రాజ్",1,0.5
"సింగ్ రాజ్ పుత్ ప్రాక్టీస్",1,0.1
"రాజ్ పుత్ ప్రాక్టీస్ చేశాడు",1,0.5
"పుత్ ప్రాక్టీస్ చేశాడు .",1,0.5
"ప్రాక్టీస్ చేశాడు . తొలినాళ్లలో",1,0.5
"చేశాడు . తొలినాళ్లలో కనీసం",1,0.5
". తొలినాళ్లలో కనీసం బంతిని",1,0.5
"తొలినాళ్లలో కనీసం బంతిని కూడా",1,0.5
"కనీసం బంతిని కూడా టచ్",1,0.5
"బంతిని కూడా టచ్ చేయలేకపోయిన",1,0.5
"కూడా టచ్ చేయలేకపోయిన సుశాంత్",1,0.5
"టచ్ చేయలేకపోయిన సుశాంత్ .",1,0.5
"చేయలేకపోయిన సుశాంత్ . .",1,0.5
"సుశాంత్ . . ఆ",1,0.5
". ఆ తర్వాత నెమ్మదిగా",1,0.006329113924050633
"ఆ తర్వాత నెమ్మదిగా బంతిని",1,0.5
"తర్వాత నెమ్మదిగా బంతిని బ్యాట్",1,0.5
"నెమ్మదిగా బంతిని బ్యాట్ కి",1,0.5
"బంతిని బ్యాట్ కి మిడిల్",1,0.5
"బ్యాట్ కి మిడిల్ చేస్తూ",1,0.5
"కి మిడిల్ చేస్తూ .",1,0.5
"మిడిల్ చేస్తూ . .",1,0.5
"చేస్తూ . . చివర్లో",1,0.16666666666666666
". . చివర్లో హెలికాప్టర్",1,0.25
". చివర్లో హెలికాప్టర్ షాట్స్",1,0.5
"చివర్లో హెలికాప్టర్ షాట్స్ ని",1,0.5
"హెలికాప్టర్ షాట్స్ ని ప్రాక్టీస్",1,0.5
"షాట్స్ ని ప్రాక్టీస్ చేసినట్లు",1,0.5
"ని ప్రాక్టీస్ చేసినట్లు తెలుస్తోంది",1,0.5
"ప్రాక్టీస్ చేసినట్లు తెలుస్తోంది .",1,0.5
"చేసినట్లు తెలుస్తోంది . ఈ",1,0.07142857142857142
"తెలుస్తోంది . ఈ క్రమంలో",1,0.0625
". ఈ క్రమంలో ఎన్నోసార్లు",1,0.013513513513513514
"ఈ క్రమంలో ఎన్నోసార్లు అతనికి",1,0.5
"క్రమంలో ఎన్నోసార్లు అతనికి గాయాలయ్యాయి",1,0.5
"ఎన్నోసార్లు అతనికి గాయాలయ్యాయి .",1,0.5
"అతనికి గాయాలయ్యాయి . క్లిష్టమైన",1,0.5
"గాయాలయ్యాయి . క్లిష్టమైన హెలికాప్టర్",1,0.5
". క్లిష్టమైన హెలికాప్టర్ షాట్",1,0.5
"క్లిష్టమైన హెలికాప్టర్ షాట్ ని",1,0.5
"హెలికాప్టర్ షాట్ ని ప్రాక్టీస్",1,0.5
"షాట్ ని ప్రాక్టీస్ చేసే",1,0.5
"ని ప్రాక్టీస్ చేసే సమయంలో",1,0.5
"ప్రాక్టీస్ చేసే సమయంలో అతని",1,0.5
"చేసే సమయంలో అతని పక్కటెముకలు",1,0.5
"సమయంలో అతని పక్కటెముకలు ఓసారి",1,0.5
"అతని పక్కటెముకలు ఓసారి పట్టేశాయి",1,0.5
"పక్కటెముకలు ఓసారి పట్టేశాయి .",1,0.5
"ఓసారి పట్టేశాయి . ఇలా",1,0.5
"పట్టేశాయి . ఇలా దాదాపు",1,0.5
". ఇలా దాదాపు 150",1,0.5
"ఇలా దాదాపు 150 రోజుల",1,0.5
"దాదాపు 150 రోజుల పాటు",1,0.5
"150 రోజుల పాటు సుశాంత్",1,0.5
"రోజుల పాటు సుశాంత్ నెట్స్",1,0.5
"పాటు సుశాంత్ నెట్స్ లో",1,0.5
"సుశాంత్ నెట్స్ లో శ్రమించినట్లు",1,0.5
"నెట్స్ లో శ్రమించినట్లు తెలుస్తోంది",1,0.5
"లో శ్రమించినట్లు తెలుస్తోంది .",1,0.5
"శ్రమించినట్లు తెలుస్తోంది . అతని",1,0.5
"తెలుస్తోంది . అతని కష్టం",1,0.25
". అతని కష్టం వెండితెరపై",1,0.5
"అతని కష్టం వెండితెరపై కనిపించింది",1,0.5
"కష్టం వెండితెరపై కనిపించింది .",1,0.5
"వెండితెరపై కనిపించింది . </s>",1,0.5
"కనిపించింది . </s> </s>",7,0.9285714285714286
"<s> <s> <s> గొంది",1,6.315523556902867e-05
"<s> <s> గొంది కొత్తపల్లిలో",1,0.5
"<s> గొంది కొత్తపల్లిలో పోస్టాఫీసు",1,0.5
"గొంది కొత్తపల్లిలో పోస్టాఫీసు సౌకర్యం",1,0.5
"కొత్తపల్లిలో పోస్టాఫీసు సౌకర్యం ఉంది",1,0.5
"పోస్టాఫీసు సౌకర్యం ఉంది .",7,0.9285714285714286
"సౌకర్యం ఉంది . సబ్",1,0.029411764705882353
"ఉంది . సబ్ పోస్టాఫీసు",2,0.75
". సబ్ పోస్టాఫీసు సౌకర్యం",3,0.8333333333333334
"సబ్ పోస్టాఫీసు సౌకర్యం గ్రామానికి",9,0.53125
"పోస్టాఫీసు సౌకర్యం గ్రామానికి 5",13,0.9615384615384616
"సౌకర్యం గ్రామానికి 5 కి",11,0.45652173913043476
"గ్రామానికి 5 కి .",20,0.975
"దూరంలో ఉంది . పోస్ట్",4,0.022292993630573247
"ఉంది . పోస్ట్ అండ్",4,0.7
". పోస్ట్ అండ్ టెలిగ్రాఫ్",5,0.9
"పోస్ట్ అండ్ టెలిగ్రాఫ్ ఆఫీసు",23,0.9375
"అండ్ టెలిగ్రాఫ్ ఆఫీసు గ్రామానికి",9,0.3695652173913043
"టెలిగ్రాఫ్ ఆఫీసు గ్రామానికి 5",9,0.9444444444444444
"ఆఫీసు గ్రామానికి 5 నుండి",13,0.9615384615384616
"గ్రామానికి 5 నుండి 10",44,0.9886363636363636
"దూరంలో ఉంది . </s>",23,0.14331210191082802
"<s> <s> "" ఏం",4,0.042682926829268296
"<s> "" ఏం !",1,0.125
"ఏం ! బాగాలేదా",1,0.5
"ఏం ! బాగాలేదా ?",1,0.5
"! బాగాలేదా ?",1,0.5
"బాగాలేదా ? "" </s>",1,0.5
"? "" </s> </s>",8,0.9375
"</s> </s> </s>",38,0.0
"<s> <s> <s> ఎంతో",2,0.00018946570670708602
"<s> <s> ఎంతో కొంత",2,0.75
"<s> ఎంతో కొంత ఓటు",1,0.25
"ఎంతో కొంత ఓటు బ్యాంక్",1,0.5
"కొంత ఓటు బ్యాంక్ …",1,0.5
"ఓటు బ్యాంక్ … బేస్",1,0.5
"బ్యాంక్ … బేస్ ఉందని",1,0.5
"… బేస్ ఉందని భావించిన",1,0.5
"బేస్ ఉందని భావించిన తెలంగాణలో",1,0.5
"ఉందని భావించిన తెలంగాణలో .",1,0.5
"భావించిన తెలంగాణలో . .",1,0.5
"తెలంగాణలో . . ఆ",1,0.5
". . ఆ పార్టీ",4,0.051470588235294115
". ఆ పార్టీ పరిస్థితి",1,0.07142857142857142
"ఆ పార్టీ పరిస్థితి ఐదు",1,0.5
"పార్టీ పరిస్థితి ఐదు శాతం",1,0.5
"పరిస్థితి ఐదు శాతం ఓట్లకే",1,0.5
"ఐదు శాతం ఓట్లకే పరిమితం",1,0.5
"శాతం ఓట్లకే పరిమితం అయింది",1,0.5
"ఓట్లకే పరిమితం అయింది .",1,0.5
"పరిమితం అయింది . కానీ",1,0.5
"అయింది . కానీ ఏపీలో",1,0.5
". కానీ ఏపీలో .",1,0.5
"కానీ ఏపీలో . .",1,0.5
"ఏపీలో . . తీవ్ర",1,0.5
". . తీవ్ర వ్యతిరేకత",1,0.16666666666666666
". తీవ్ర వ్యతిరేకత ఉంది",1,0.5
"తీవ్ర వ్యతిరేకత ఉంది .",1,0.5
"వ్యతిరేకత ఉంది . బీజేపీ",1,0.5
"ఉంది . బీజేపీ అంటే",1,0.5
". బీజేపీ అంటే .",1,0.5
"బీజేపీ అంటే . .",1,0.5
"అంటే . . జనం",1,0.038461538461538464
". . జనం నవ్వుకునే",1,0.16666666666666666
". జనం నవ్వుకునే పరిస్థితి",1,0.5
"జనం నవ్వుకునే పరిస్థితి ఉంది",1,0.5
"నవ్వుకునే పరిస్థితి ఉంది .",1,0.5
"పరిస్థితి ఉంది . అలాంటి",1,0.125
"ఉంది . అలాంటి పరిస్థితుల్లో",1,0.5
". అలాంటి పరిస్థితుల్లో వారికి",1,0.16666666666666666
"అలాంటి పరిస్థితుల్లో వారికి ఒక్క",1,0.5
"పరిస్థితుల్లో వారికి ఒక్క శాతం",1,0.5
"వారికి ఒక్క శాతం ఓట్లైనా",1,0.5
"ఒక్క శాతం ఓట్లైనా వస్తాయా",1,0.5
"శాతం ఓట్లైనా వస్తాయా .",1,0.5
"ఓట్లైనా వస్తాయా . .",1,0.5
"వస్తాయా . . ?",1,0.5
". . ? అన్నది",3,0.028735632183908046
". ? అన్నది అసలైన",1,0.16666666666666666
"? అన్నది అసలైన సందేహం",1,0.5
"అన్నది అసలైన సందేహం .",1,0.5
"అసలైన సందేహం . పోటీ",1,0.5
"సందేహం . పోటీ చేస్తే",1,0.5
". పోటీ చేస్తే పరువు",1,0.5
"పోటీ చేస్తే పరువు పోవడమే",1,0.5
"చేస్తే పరువు పోవడమే తప్ప",1,0.5
"పరువు పోవడమే తప్ప …",1,0.5
"పోవడమే తప్ప … బావుకునేది",1,0.5
"తప్ప … బావుకునేది ఏమీ",1,0.5
"… బావుకునేది ఏమీ ఉండదు",1,0.5
"బావుకునేది ఏమీ ఉండదు .",1,0.5
"ఏమీ ఉండదు . ఇప్పటికే",1,0.5
"ఉండదు . ఇప్పటికే .",1,0.5
". ఇప్పటికే . .",2,0.75
"ఇప్పటికే . . కామినేని",1,0.16666666666666666
"హరిబాబు లాంటి నేతలు తాము",1,0.5
"లాంటి నేతలు తాము పోటీ",1,0.5
"నేతలు తాము పోటీ చేయబోవడం",1,0.5
"తాము పోటీ చేయబోవడం లేదని",1,0.5
"పోటీ చేయబోవడం లేదని ప్రకటించారు",1,0.5
"చేయబోవడం లేదని ప్రకటించారు .",1,0.5
"లేదని ప్రకటించారు . కనీసం",1,0.5
"ప్రకటించారు . కనీసం ఉన్న",1,0.5
". కనీసం ఉన్న వారైనా",1,0.5
"కనీసం ఉన్న వారైనా సొంత",1,0.5
"ఉన్న వారైనా సొంత రాష్ట్రం",1,0.5
"వారైనా సొంత రాష్ట్రం కోసం",1,0.5
"సొంత రాష్ట్రం కోసం పోరాడితే",1,0.5
"రాష్ట్రం కోసం పోరాడితే …",1,0.5
"కోసం పోరాడితే … ఎంతో",1,0.5
"పోరాడితే … ఎంతో కొంత",1,0.5
"… ఎంతో కొంత గౌరవం",1,0.5
"ఎంతో కొంత గౌరవం ఆ",1,0.5
"కొంత గౌరవం ఆ నేతలకు",1,0.5
"గౌరవం ఆ నేతలకు అయినా",1,0.5
"ఆ నేతలకు అయినా దక్కుతుంది",1,0.5
"నేతలకు అయినా దక్కుతుంది .",1,0.5
"అయినా దక్కుతుంది . లేకపోతే",1,0.5
"దక్కుతుంది . లేకపోతే …",1,0.5
". లేకపోతే … !",1,0.5
"లేకపోతే … ! ?",1,0.5
"… ! ? </s>",1,0.5
"! ? </s> </s>",2,0.75
"<s> <s> <s> తాంత్రికుడు",1,6.315523556902867e-05
"<s> <s> తాంత్రికుడు చెప్పాడని",1,0.5
"<s> తాంత్రికుడు చెప్పాడని తల్లిదండ్రుల",1,0.5
"తాంత్రికుడు చెప్పాడని తల్లిదండ్రుల ఘాతుకం",1,0.5
"చెప్పాడని తల్లిదండ్రుల ఘాతుకం </s>",1,0.5
"తల్లిదండ్రుల ఘాతుకం </s> </s>",1,0.5
"ఘాతుకం </s> </s> </s>",1,0.5
"<s> <s> <s> పాతనగర",1,6.315523556902867e-05
"<s> <s> పాతనగర చారిత్రక",1,0.5
"<s> పాతనగర చారిత్రక ప్రాంతాల్లో",1,0.5
"పాతనగర చారిత్రక ప్రాంతాల్లో పర్యాటకులు",1,0.5
"చారిత్రక ప్రాంతాల్లో పర్యాటకులు తమ",1,0.5
"ప్రాంతాల్లో పర్యాటకులు తమ అనందాలను",1,0.5
"పర్యాటకులు తమ అనందాలను పదిలం",1,0.5
"తమ అనందాలను పదిలం చేసుకుంటూ",1,0.5
"అనందాలను పదిలం చేసుకుంటూ హుషారుగా",1,0.5
"పదిలం చేసుకుంటూ హుషారుగా సండే",1,0.5
"చేసుకుంటూ హుషారుగా సండే ఫన్",1,0.5
"హుషారుగా సండే ఫన్ డేలో",1,0.5
"సండే ఫన్ డేలో పాల్గొన్నారు",1,0.5
"ఫన్ డేలో పాల్గొన్నారు .",1,0.5
"డేలో పాల్గొన్నారు . ఆదివారం",1,0.5
"పాల్గొన్నారు . ఆదివారం చారిత్రక",1,0.5
". ఆదివారం చారిత్రక చార్మినార్",1,0.5
"ఆదివారం చారిత్రక చార్మినార్ వద్ద",1,0.5
"చారిత్రక చార్మినార్ వద్ద నిర్వహించిన",1,0.5
"చార్మినార్ వద్ద నిర్వహించిన సండే",1,0.25
"వద్ద నిర్వహించిన సండే ఫన్",1,0.5
"నిర్వహించిన సండే ఫన్ డే",1,0.5
"సండే ఫన్ డే అధికారులతోపాటు",1,0.5
"ఫన్ డే అధికారులతోపాటు ప్రజల్లో",1,0.5
"వ్యాపార వర్గాల్లో జోష్ నింపింది",1,0.5
"వర్గాల్లో జోష్ నింపింది .",1,0.5
"జోష్ నింపింది . చార్మినార్",1,0.5
"నింపింది . చార్మినార్ వద్ద",1,0.5
". చార్మినార్ వద్ద నిర్వహించిన",1,0.5
"చార్మినార్ వద్ద నిర్వహించిన ఫన్",1,0.25
"వద్ద నిర్వహించిన ఫన్ డే",1,0.5
"నిర్వహించిన ఫన్ డే స్టేజీ",1,0.5
"ఫన్ డే స్టేజీ లైవ్",1,0.5
"డే స్టేజీ లైవ్ షో",1,0.5
"స్టేజీ లైవ్ షో యువతను",1,0.5
"లైవ్ షో యువతను ఉర్రూత",1,0.5
"షో యువతను ఉర్రూత లూగించింది",1,0.5
"యువతను ఉర్రూత లూగించింది .",1,0.5
"ఉర్రూత లూగించింది . </s>",1,0.5
"లూగించింది . </s> </s>",1,0.5
"జీహెచ్ఎంసీ ఎన్నికల్లో జనసేన పార్టీతో",1,0.5
"ఎన్నికల్లో జనసేన పార్టీతో పొత్తు",1,0.5
"జనసేన పార్టీతో పొత్తు ఉండదని",1,0.25
"పార్టీతో పొత్తు ఉండదని తెలంగాణ",1,0.5
"పొత్తు ఉండదని తెలంగాణ రాష్ట్ర",1,0.5
"ఉండదని తెలంగాణ రాష్ట్ర బీజేపి",1,0.5
"తెలంగాణ రాష్ట్ర బీజేపి అధ్యక్షుడు",1,0.5
"రాష్ట్ర బీజేపి అధ్యక్షుడు బండి",1,0.5
"బీజేపి అధ్యక్షుడు బండి సంజయ్",1,0.5
"అధ్యక్షుడు బండి సంజయ్ మరోసారి",1,0.1
"బండి సంజయ్ మరోసారి తేల్చిచెప్పారు",1,0.5
"సంజయ్ మరోసారి తేల్చిచెప్పారు .",1,0.5
"మరోసారి తేల్చిచెప్పారు . అసలు",1,0.5
"తేల్చిచెప్పారు . అసలు జనసేన",1,0.5
". అసలు జనసేన పార్టీతో",1,0.5
"అసలు జనసేన పార్టీతో పొత్తు",1,0.5
"జనసేన పార్టీతో పొత్తు అంశం",1,0.25
"పార్టీతో పొత్తు అంశం బీజేపీలో",1,0.5
"పొత్తు అంశం బీజేపీలో చర్చకే",1,0.5
"అంశం బీజేపీలో చర్చకే రాలేదని",1,0.5
"బీజేపీలో చర్చకే రాలేదని .",1,0.5
"చర్చకే రాలేదని . .",1,0.5
"రాలేదని . . అలాగే",1,0.5
". . అలాగే పొత్తులపై",1,0.125
". అలాగే పొత్తులపై జనసేన",1,0.5
"అలాగే పొత్తులపై జనసేన నుంచి",1,0.5
"పొత్తులపై జనసేన నుంచి కూడా",1,0.5
"జనసేన నుంచి కూడా ఎలాంటి",1,0.5
"నుంచి కూడా ఎలాంటి ప్రతిపాదనలు",1,0.5
"కూడా ఎలాంటి ప్రతిపాదనలు రాలేదని",1,0.5
"ఎలాంటి ప్రతిపాదనలు రాలేదని బండి",1,0.5
"ప్రతిపాదనలు రాలేదని బండి సంజయ్",1,0.5
"రాలేదని బండి సంజయ్ స్పష్టంచేశారు",1,0.5
"బండి సంజయ్ స్పష్టంచేశారు .",1,0.5
"సంజయ్ స్పష్టంచేశారు . </s>",1,0.5
"స్పష్టంచేశారు . </s> </s>",1,0.5
"<s> <s> <s> కొద్దిరోజుల",1,6.315523556902867e-05
"<s> <s> కొద్దిరోజుల క్రిందట",1,0.5
"<s> కొద్దిరోజుల క్రిందట అలీ",1,0.5
"కొద్దిరోజుల క్రిందట అలీ -",1,0.5
"క్రిందట అలీ - హిమజ",1,0.5
"అలీ - హిమజ మధ్య",1,0.5
"- హిమజ మధ్య ఓ",1,0.5
"హిమజ మధ్య ఓ పెద్ద",1,0.5
"మధ్య ఓ పెద్ద గొడవ",1,0.5
"ఓ పెద్ద గొడవ జరిగిన",1,0.5
"పెద్ద గొడవ జరిగిన సంగతి",1,0.5
"గొడవ జరిగిన సంగతి తెలిసిందే",1,0.5
"సంగతి తెలిసిందే . దీని",1,0.005681818181818182
"తెలిసిందే . దీని గురించి",1,0.25
". దీని గురించి ప్రస్తావించిన",1,0.25
"దీని గురించి ప్రస్తావించిన నాగ్",1,0.5
"గురించి ప్రస్తావించిన నాగ్ .",1,0.5
"ప్రస్తావించిన నాగ్ . .",1,0.5
"నాగ్ . . అలీ",1,0.5
". . అలీ ప్రవర్తన",1,0.5
". అలీ ప్రవర్తన కరెక్ట్",1,0.5
"అలీ ప్రవర్తన కరెక్ట్ కాదని",1,0.5
"ప్రవర్తన కరెక్ట్ కాదని చివాట్లు",1,0.5
"కరెక్ట్ కాదని చివాట్లు పెట్టి",1,0.5
"కాదని చివాట్లు పెట్టి .",1,0.5
"చివాట్లు పెట్టి . .",1,0.5
"పెట్టి . . అతని",1,0.07142857142857142
". . అతని చేత",1,0.25
". అతని చేత 21",1,0.5
"అతని చేత 21 గుంజీలు",1,0.5
"చేత 21 గుంజీలు తీయించాడు",1,0.5
"21 గుంజీలు తీయించాడు .",1,0.5
"గుంజీలు తీయించాడు . అటు",1,0.5
"తీయించాడు . అటు వీరిద్దరి",1,0.5
". అటు వీరిద్దరి మధ్యలో",1,0.5
"అటు వీరిద్దరి మధ్యలో జోక్యం",1,0.5
"వీరిద్దరి మధ్యలో జోక్యం చేసుకుని",1,0.5
"మధ్యలో జోక్యం చేసుకుని అలీకి",1,0.5
"జోక్యం చేసుకుని అలీకి అడ్డుపడిన",1,0.5
"చేసుకుని అలీకి అడ్డుపడిన తమన్నాను",1,0.5
"అలీకి అడ్డుపడిన తమన్నాను నాగ్",1,0.5
"అడ్డుపడిన తమన్నాను నాగ్ ప్రశంసించాడు",1,0.5
"తమన్నాను నాగ్ ప్రశంసించాడు .",1,0.5
"నాగ్ ప్రశంసించాడు . </s>",1,0.5
"ప్రశంసించాడు . </s> </s>",1,0.5
"<s> <s> <s> మీరు",34,0.004231400783124921
"<s> <s> మీరు వేలంలో",1,0.014705882352941176
"<s> మీరు వేలంలో కార్లు",1,0.5
"మీరు వేలంలో కార్లు (",1,0.5
"వేలంలో కార్లు ( బు",1,0.5
"కార్లు ( బు )",1,0.5
"( బు ) పెట్టకముందే",1,0.5
"బు ) పెట్టకముందే కంపెనీ",1,0.5
") పెట్టకముందే కంపెనీ తమ",1,0.5
"పెట్టకముందే కంపెనీ తమ కనీస",1,0.5
"కంపెనీ తమ కనీస తనిఖీ",1,0.5
"తమ కనీస తనిఖీ పైన",1,0.5
"కనీస తనిఖీ పైన వివరించిన",1,0.5
"తనిఖీ పైన వివరించిన సాంకేతిక",1,0.5
"పైన వివరించిన సాంకేతిక పారామితులు",1,0.5
"వివరించిన సాంకేతిక పారామితులు పరీక్ష",1,0.5
"సాంకేతిక పారామితులు పరీక్ష కలిగి",1,0.5
"పారామితులు పరీక్ష కలిగి ఉండాలి",1,0.5
"పరీక్ష కలిగి ఉండాలి .",1,0.5
"కలిగి ఉండాలి . ఈ",1,0.16666666666666666
"ఉండాలి . ఈ CarPrice",1,0.125
". ఈ CarPrice మిషన్లు",1,0.5
"ఈ CarPrice మిషన్లు ఆధారంగా",1,0.5
"CarPrice మిషన్లు ఆధారంగా జరుగుతుంది",1,0.5
"మిషన్లు ఆధారంగా జరుగుతుంది .",1,0.5
"ఆధారంగా జరుగుతుంది . రష్యా",1,0.5
"జరుగుతుంది . రష్యా చుట్టూ",1,0.5
". రష్యా చుట్టూ 10",1,0.5
